Longitude,Latitude,objectid,dm_name,strucode,nrld_no,dm_lat,dm_long,dm_ncity,dtcode,stcode,rivcode,bacode,dm_type,dm_cmp_yr,dm_length,dm_height,dm_flod_des,dm_spil_type,dm_spil_leng,dm_spil_lev,dm_spil_cap,dm_gate_type,dm_gate_no,dm_gate_sz,dam_vol,dm_coment,uname,dm_cmn_yr,dm_name_al,dm_status,dm_ses_zone,dm_no_river_sluice,dm_sluice_purpose,dm_sluice_sz,dm_mod_oper,dm_inst_inter_ager,dm_inst_inter,dm_perliament,dm_ener_dissp,dm_instru_embed,class,dm_oper_main_age,dm_gt_ungtd,dm_lat_1,dm_long_1,created_user,created_date,last_edited_user,last_edited_date,ltype
80.7227962058574,20.694180699307,"11",Bhagwantola Dam,D00219,CG03LH0119,20.693892,80.72292,Raj Nandgaon,Rajnandgaon,CG,Local,"08",TE,"1986","411","11.71",,,,,"66",,,,"14.44",,Sneha,,,Completed,Seismic Zone-II,,,,,,,Rajnandgaon,,,CLASS 3,"WRD,C,Garh",,20.69418144,80.72279358,,,,,dam
73.0451800037931,25.7708039976042,"12",Giroliya Dam,D00221,,25.770804,73.04518,Pali,Pali,RJ,Luni & WFR,"18",TE,,,,,,,,,,,,,,sanjay,,,,Seismic Zone-II,,,,,,,Pali,,,CLASS 3,,,25.77080345,73.04518127,,,,,dam
83.2824820841269,23.2116564271495,"13",Bhopali Dam,D00222,CG03LH0027,23.212792,83.280331,Ambikapur,Surguja,CG,Ganjas,2A,TE,"1968","900","12.19",,,,,"172",,,,"48",,Sneha,,,Completed,Seismic Zone-II,,,,,,,Surguja,,,CLASS 3,"WRD,C,Garh",,23.21165657,83.28247833,,,,,dam
72.6392280046963,24.5241949982911,"14",Girwar/ Giriwar Dam,D00224,RA11LH0089,24.524195,72.639228,Abu Road,Sirohi,RJ,West Banas,"18",TE + PG,"1977","875","12.97","239",,,,"239",,,,,,sanjay,,,Completed,Seismic Zone-III,,,,,,,Jalore,,,CLASS 3,"WRD,Govt. of Rajasthan",,24.52419472,72.63922882,,,,,dam
81.1505651564878,22.1155329393323,"15",Bhoramdeo Dam,D00225,CG03LH0105,22.116853,81.148405,Kawardha,Kabeerdham,CG,Local,"08",TE,"1984","570","11.24",,,,,"49",,,,,,Sneha,,,Completed,Seismic Zone-II,,,,,,,Rajnandgaon,,,CLASS 3,"WRD,C,Garh",,22.11553383,81.1505661,,,,,dam
81.0605317702146,20.59402219829,"16",Bhortola Dam,D00226,CG03MH0203,20.594,81.06,Durg,Durg,CG,Local,"08",TE,"1993","780","15.3",,,,,"66.27",,,,,,Sneha,,,Completed,Seismic Zone-II,,,,,,,Kanker,,,CLASS 3,"WRD,C,Garh",,20.59402275,81.06053162,,,,,dam
83.826042942994,23.3357755497406,"17",Bhulsi Dam,D00228,CG03MH0120,23.335995,83.825796,Samri,Surguja,CG,Local,2A,TE,"1986","720","18.1",,,,,"26",,,,"117",,Sneha,,,Completed,Seismic Zone-II,,,,,,,Surguja,,,CLASS 3,"WRD,C,Garh",,23.33577538,83.82604218,,,,,dam
73.0464060036974,25.0418469979656,"18",Godana Dam,D00229,,25.041847,73.046406,Shivganj,Sirohi,RJ,Khari,"18",TE,"1965","361","18.84","166",,,,,,,,,,sanjay,,,,Seismic Zone-III,,,,,,,Jalore,,,CLASS 3,"WRD,Govt. of Rajasthan",,25.04184723,73.04640961,,,,,dam
83.8919670156971,23.2725571719039,"19",Bhursatoli Dam,D00230,CG03LH0121,23.272532,83.892407,Samri,Surguja,CG,Local,2A,TE,"1986","600","11.15",,,,,"13",,,,"61",,Sneha,,,Completed,Seismic Zone-II,,,,,,,Surguja,,,CLASS 3,"WRD,C,Garh",,23.2725563,83.89196777,,,,,dam
81.1932480916363,19.7548079019195,"20",Binjali Dam,D00231,CG03LH0161,19.753517,81.192458,Narainpur,Narayanpur,CG,Local,"03",TE,"1988","2130","13.3",,,,,"77",,,,,,Sneha,,,Completed,Seismic Zone-II,,,,,,,Bastar,,,CLASS 3,"WRD,C,Garh",,19.75480843,81.19324493,,,,,dam
81.8379652979563,19.3875375770601,"21",Bisrampuri Dam,D00232,CG03LH0088,19.386832,81.837769,Jagdalpur,Bastar,CG,Local,"03",TE,"1982","600","12.4",,,,,"45.9",,,,,,Sneha,,,Completed,Seismic Zone-II,,,,,,,Bastar,,,CLASS 3,"WRD,C,Garh",,19.387537,81.83796692,,,,,dam
76.7317340016704,25.1649899987289,"22",Gopalpura Dam,D00233,RA11LH0101,25.16499,76.731734,Kishanganj,Baran,RJ,Kul,2A,TE + PG,"1980","1880","17.43","1175",,,,"1175",,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Jhalawar - Baran,,,Class 2,"WRD,Govt. of Rajasthan",,25.16498947,76.73173523,,,,,dam
81.255676439751,22.0355985861063,"23",Chaker Dam,D00237,CG03LH0068,22.036712,81.256534,Kawardha,Kabeerdham,CG,Local,"08",TE,"1980","900","12.65",,,,,"28",,,,,,Sneha,,,Completed,Seismic Zone-II,,,,,,,Rajnandgaon,,,CLASS 3,"WRD,C,Garh",,22.03559875,81.25567627,,,,,dam
82.946737124321,23.7942915759103,"24",Chamat Dam,D00238,CG03MH0122,23.794383,82.94646,Pal,Surguja,CG,Local,2A,TE,"1986","630","18.63",,,,,"31",,,,"299",,Sneha,,,Completed,Seismic Zone-III,,,,,,,Surguja,,,CLASS 3,"WRD,C,Garh",,23.79429245,82.9467392,,,,,dam
94.1444790882633,24.8249840390318,"25",Thoubal Dam,D06316,MN21HH0004,24.825,94.144,,Senapati,MN,Thoubal,"20",,,,,,,,,"2240",,,,"9192",,WRP,,,Under Construction,Seismic Zone-V,,,,,,,Outer Manipur,,,CLASS 3,"Irrigation & Flood Control Dept.,Manipur",,24.8249836,94.14447784,,,,,dam
82.1122223646958,22.387784273526,"26",Champi Dam,D00239,CG03MH0220,22.383898,82.120411,Kota,Bilaspur,CG,,"08",TE,"2003","2160","15.42",,,,,"374",,,,"335",,Sneha,,,Completed,Seismic Zone-II,,,,,,,Bilaspur,,,CLASS 3,"WRD,C,Garh",,22.38778496,82.11222076,,,,,dam
83.711911379149,23.686482981044,"27",Chandra Nagar Dam,D00240,CG03MH0234,23.685891,83.71179,Pal,Surguja,CG,Local,2A,TE,"2005","285","20.909",,,,,"105",,,,"225",,Sneha,,,Completed,Seismic Zone-III,,,,,,,Surguja,,,CLASS 3,"WRD,C,Garh",,23.68648338,83.71191406,,,,,dam
81.7217103783866,23.6941223923716,"28",Chanti Dam,D00241,CG03MH0111,23.693962,81.721335,Bharatpur,Koriya,CG,Local,2A,TE,"1985","208","16.6",,,,,"19",,,,"79",,Sneha,,,Completed,Seismic Zone-III,,,,,,,Korba,,,CLASS 3,"WRD,C,Garh",,23.69412231,81.72171021,,,,,dam
82.5537448905579,23.336071639941,"29",Charcha Dam,D00242,CG03MH0145,23.335917,82.553885,Baikunthpur,Koriya,CG,Local,"08",TE,"1987","429","17.56",,,,,"41",,,,"118",,Sneha,,,Completed,Seismic Zone-III,,,,,,,Korba,,,CLASS 3,"WRD,C,Garh",,23.33607101,82.55374146,,,,,dam
82.6185057957175,23.2155671784054,"30",Charpara Dam,D00243,CG03MH0123,23.214515,82.61727,Baikunthpur,Koriya,CG,Nakti Nadi ,"08",TE,"1986","570","19.16",,,,,"102",,,,"286",,Sneha,,,Completed,Seismic Zone-III,,,,,,,Korba,,,CLASS 3,"WRD,C,Garh",,23.21556664,82.61850739,,,,,dam
83.3481569774562,23.8399785278429,"31",Chhota Palgi Dam,D00245,CG03MH0212,23.840146,83.347693,Pal,Surguja,CG,Baheliya Nala,2A,TE,"2000","435","17",,,,,"14",,,,"61",,Sneha,,,Completed,Seismic Zone-III,,,,,,,Surguja,,,CLASS 3,"WRD,C,Garh",,23.83997917,83.34815979,,,,,dam
83.2400278107445,21.6658467823683,"32",Chhuwari Pali Dam,D00246,CG03LH0080,21.664243,83.240355,Sarangarh,Raigarh,CG,Local,"08",TE,"1981","579","12.8",,,,,"115",,,,"135",,Sneha,,,Completed,Seismic Zone-II,,,,,,,Raigarh,,,CLASS 3,"WRD,C,Garh",,21.66584587,83.24002838,,,,,dam
81.0809007253263,20.5479510816393,"33",Chikhali Dam,D00247,CG03LH0124,20.548154,81.081371,Balod,Durg,CG,Local,"08",TE,"1986","975","10.56",,,,,"60.52",,,,,,Sneha,,,Completed,Seismic Zone-II,,,,,,,Kanker,,,CLASS 3,"WRD,C,Garh",,20.54795074,81.0809021,,,,,dam
81.712198064647,19.6378661993251,"34",Chilputi Dam,D00248,CG03LH0089,19.638527,81.713687,Kondagaon,Bastar,CG,Local,"03",TE,"1982","540","11.71",,,,,"53.73",,,,,,Sneha,,,Completed,Seismic Zone-II,,,,,,,Bastar,,,CLASS 3,"WRD,C,Garh",,19.63786697,81.71219635,,,,,dam
83.5954996029693,23.8277142121847,"35",Chiniya Dam,D00249,CG03MH0146,23.827941,83.595415,Pal,Surguja,CG,Local,2A,TE,"1987","325","15.2",,,,,"25",,,,"56",,Sneha,,,Completed,Seismic Zone-III,,,,,,,Surguja,,,CLASS 3,"WRD,C,Garh",,23.82771492,83.59549713,,,,,dam
74.5232160034869,24.82648299918,"36",Gosunda Dam,D00250,RA11MH0201,24.826483,74.523216,Begun,Chittaurgarh,RJ,Banas,2A,TE + PG,,"639.5","23","20643",,,"418","20643",RD,"10",18 x 9.876,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Chittaurgarh,,,Class 2,Hindustan Zink Limited ,,24.82648277,74.52321625,,,,,dam
81.9307870456613,22.7795297680256,"37",Chourasiya Dam,D00253,CG03LH0028,22.778497,81.932278,Pendra Road,Bilaspur,CG,,2A,TE,"1968","1097.22","12.47",,,,,"57",,,,"205",,Sneha,,,Completed,Seismic Zone-II,,,,,,,Bilaspur,,,CLASS 3,"WRD,C,Garh",,22.77952957,81.93078613,,,,,dam
92.7127678637938,25.5284155606081,"38",Umrong Dam,D00002,,25.528646,92.712475,North Cachar Hills,Dima Hasao,AS,Umrong,2B,TE,"1982","143","30",,,,,"555",,,,"64",,Paresh,,,Completed,Seismic Zone-V,,,,,,,Autonomous District,,,CLASS 3,NEEPCO,GT,25.52841568,92.71276855,,,,,dam
83.2202629833847,24.7811763655862,"39",Bhainsora Dam,D00146,UP13LH0021,24.780565,83.220397,Chakia,Chandauli,UP,Marhwa Nala,2A,TE,"1926","1850.61","11.26",,,,,"340",,,,,BHAINSORA DAM ASSOCIATED WITH NAUGARH DAM AND THIS DAM HAS NO DIRECT IRRIGATION SYSTEM,Vishal,,,Completed,Seismic Zone-III,,,,,,,Robertsganj,,,Class 2,"Irrigation Dept., Govt. of UP",,24.78117561,83.22026062,,,,,dam
83.1727495228672,24.9314185407283,"40",Chandra Prabha Dam,D00151,UP13MH0061,24.931879,83.173653,Chakia,Chandauli,UP,Chandraprabha,2A,TE,"1966","1600","22.25","1132.6737585",OG,,"235.31","1132.57",OT,"23","20 x 5, 20 x 7","13200",,Vishal,"1951",,Completed,Seismic Zone-III,,,,,,,Robertsganj,,,Class 2,"Irrigation Dept., Govt. of UP",,24.93141937,83.17275238,,,,,dam
79.8952238114498,25.4410265490142,"41",Chandrawal Dam,D00153,UP13MH0073,25.440543,79.895901,Charkhari,Mahoba,UP,Chandrawal,2A,TE,"1973","5765","10","1252",OG,"57.91",,"1252",OT,"6",8.53 x 4.88,"52900",10.97 (HEIGHT OF THE DAM) IS ALSO AVAILABLE,Vishal,,,Completed,Seismic Zone-II,,,,,,,Hamirpur,,,Class 2,"Irrigation Dept., Govt. of UP",,25.44102669,79.89522552,,,,,dam
82.5989395210917,27.5773188229502,"42",Chittaurgarh Dam,D00154,UP13MH0092,27.577605,82.599685,Balrampur,Balrampur,UP,,2A,TE,"1985","11000","15.3",,OG,"282","117.58","807.29",,"4",8 x 4.83,"192400",,Vishal,,,Completed,Seismic Zone-IV,,,,,,,Shrawasti,,,Class 2,"Irrigation Dept., Govt. of UP",,27.57731819,82.59893799,,,,,dam
83.1722784536624,24.6291050053476,"43",Dhandhraul Dam,D00173,UP13MH0016,24.60956,83.1665,ROBERTSGANJ,Sonbhadra,UP,Ghaggar,2A,TE,"1917","7305","21",,,,,"1120",,,,"1099",,Vishal,,,Completed,Seismic Zone-III,,,,,,,Robertsganj,,,Class 2,"Irrigation Dept., Govt. of UP",,24.62910461,83.17227936,,,,,dam
76.1920000023791,25.8609999982593,"44",Galwania Dam,D00186,,25.861,76.192,Uniara,Tonk,RJ,,2A,TE,,,,,,,,,,,,,,sanjay,,,,Seismic Zone-II,,,,,,,Tonk - Sawai Madhopur,,,CLASS 3,"WRD,Govt. of Rajasthan",,25.86100006,76.19200134,,,,,dam
74.7320000029449,24.7039999986874,"45",Gambhiri Dam,D00189,RA11MH0050,24.704,74.732,Nimbahera,Chittaurgarh,RJ,Gambhiri,2A,TE,"1958","3840","21","3653",,,"433.4","2510.00",VL,"17",,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Chittaurgarh,,,Class 2,"WRD,Govt. of Rajasthan",,24.70400047,74.73200226,,,,,dam
80.7930803137512,25.1831519958252,"46",Barwa Dam,D00143,UP13MH0067,25.376449,78.743192,Jhansi,Jhansi,UP,Barwa Nalla,2A,TE,"1967","3815","19","628.37",OG,,"142","628.37",,"3",,"51400",,Vishal,,Baruwa Dam,Completed,Seismic Zone-II,,,,,,,Banda,,,Class 2,"Irrigation Dept., Govt. of UP",,25.18315125,80.79308319,,,,,dam
76.3348090019909,24.5626229989809,"47",Bhimsagar Dam,D00081,RA11MH0131,24.562623,76.334809,Khanpur,Jhalawar,RJ,,2A,TE + PG,"1997","161.58","31.4","2011",OG,,,"2011",OT,"5",,"22387",,sanjay,"1970",,Completed,Seismic Zone-II,,,,,,,Jhalawar - Baran,,,Class 2,"WRD,Govt. of Rajasthan",,24.56262207,76.33480835,,,,,dam
74.1992260035691,24.8522329984784,"48",Bhopal Sagar Dam,D00082,RA11MH0021,24.852233,74.199226,Kapasan,Chittaurgarh,RJ,Berach,2A,TE,"1936","2073","28","645",OT,,"455.7","645",UG,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Chittaurgarh,,,Class 2,"WRD,Govt. of Rajasthan",UG,24.85223389,74.19922638,,,,,dam
72.9894690040948,24.5902969985937,"49",Bhula Dam,D00084,RA11MH0023,24.590297,72.989469,Pindwara,Sirohi,RJ,West Banas,"18",TE,"1954","427","18.6","736",,,,"736",,,,,,sanjay,,,Completed,Seismic Zone-III,,,,,,,Jalore,,,CLASS 3,"WRD,Govt. of Rajasthan",,24.5902977,72.98947144,,,,,dam
79.1489540333328,25.514621134509,"50",Barwar Dam,D00144,UP13MH0019,25.51066,79.141008,Garautha,Jhansi,UP,BORA NALA,2A,TE,"1923","2233","20.4",,,,,"2831.3",,,,"2933.8",,Vishal,,,Completed,Seismic Zone-II,,,,,,,Jhansi,,,Class 2,"Irrigation Dept., Govt. of UP",,25.51462173,79.1489563,,,,,dam
76.8280640022073,25.0472809993602,"51",Bilas Dam,D00086,RA11MH0153,25.047281,76.828064,Kishanganj,Baran,RJ,Bilas,2A,TE,"1996","4650","19.7","1812",,,,"1812",,,,"122881",,sanjay,,,Completed,Seismic Zone-II,,,,,,,Jhalawar - Baran,,,Class 2,"WRD,Govt. of Rajasthan",,25.04728127,76.82806396,,,,,dam
75.4559340020719,25.9246269982896,"52",Bisalpur Dam,D00087,RA11HH0160,25.924627,75.455934,Devli,Tonk,RJ,Banas,2A,TE + PG,"1999","574","39.5","29047",OG,"338","302.3","29046",RD,"18",15x14,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Tonk - Sawai Madhopur,,,Class 2,"WRD,Govt. of Rajasthan",,25.9246273,75.45593262,,,,,dam
72.4379300040204,24.7592859984446,"53",Bithan Dam,D00090,RA11LH0064,24.759286,72.43793,Bhinmal,Jalor,RJ,Banas,"18",TE,"1963","706","14","354",,,,"354",,,,"460",,sanjay,,,Completed,Seismic Zone-III,,,,,,,Jalore,,,CLASS 3,"WRD,Govt. of Rajasthan",,24.75928688,72.43792725,,,,,dam
74.3660080035946,23.1582599992823,"54",Biya Pada Dam,D00091,RA11MH0145,23.15826,74.366008,Kushalgarh,Banswara,RJ,Local nallah,"10",TE,"1991","736","17.3","260.61",,,,"261",,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Banswara,,,CLASS 3,"WRD,Govt. of Rajasthan",,23.15826035,74.36600494,,,,,dam
74.5643790031037,24.9979149988602,"55",Borda Dam,D00092,RA11LH0098,24.997915,74.564379,Gangrar,Chittaurgarh,RJ,Local nallah,2A,TE,"1979","1580","11.7","573",,,,"65",,,,,Check whether Ghatol is in Chittaurgarh,sanjay,,,Completed,Seismic Zone-II,,,,,,,Chittaurgarh,,,CLASS 3,"WRD,Govt. of Rajasthan",,24.99791527,74.56437683,,,,,dam
74.3035410035438,23.7706409995624,"56",Borda Dam,D00093,RA11MH0179,23.770641,74.303541,Ghatol,Banswara,RJ,Local nallah,"10",TE + PG,,"268","19.35","64.56",,,,"261",,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Banswara,,,CLASS 3,"WRD,Govt. of Rajasthan",,23.77064133,74.30354309,,,,,dam
74.5607150033865,23.8895769992126,"57",Boria Dam,D00094,RA11MH0125,23.889577,74.560715,Pratapgarh,Pratapgarh,RJ,Local nallah,"10",TE,"1984","658.68","19.35","318.37",,,,"318",,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Chittaurgarh,,,CLASS 3,"WRD,Govt. of Rajasthan",,23.88957787,74.56071472,,,,,dam
75.968777001997,27.5908989979464,"58",Buchara Dam,D00096,RA11MH0011,27.590899,75.968777,Kot Putli,Jaipur,RJ,,2A,TE,"1889","1297","19","731",,,,"731",,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Jaipur Rural,,,Class 2,"WRD,Govt. of Rajasthan",,27.59089851,75.96878052,,,,,dam
75.6480490026263,25.6916229984832,"59",Bundika Gothra Dam,D00097,RA11MH0035,25.691623,75.648049,Hindoli,Bundi,RJ,Mej River,2A,TE,"1957","2613.94","20.14","857",,,,"857",,,,"18961",,sanjay,,,Completed,Seismic Zone-II,,,,,,,Bhilwara,,,Class 2,"WRD,Govt. of Rajasthan",,25.69162369,75.6480484,,,,,dam
75.6948260022645,25.243882998793,"60",Burdha Dam,D00098,,25.243883,75.694826,Bundi,Bundi,RJ,Telera,2A,TE,"1904","450","6.41","1245.2",OT,,"269.29",,UG,,,,,sanjay,,Bardha,Completed,Seismic Zone-II,,,,,,,Kota,,,Class 2,"WRD,Govt. of Rajasthan",UG,25.24388313,75.69482422,,,,,dam
72.5350000040886,24.5329999980202,"61",Butri Dam,D00099,,24.533,72.535,Revdar,Sirohi,RJ,Local Nalla,"18",TE,"1967","2164","9.29","321",,,,,,,,,,sanjay,,,,Seismic Zone-III,,,,,,,Jalore,,,CLASS 3,"WRD,Govt. of Rajasthan",,24.53300095,72.53500366,,,,,dam
74.8350670036343,23.9201689992943,"62",Chacha Kheri Dam,D00100,RA11LH0209,23.920169,74.835067,Arnaud,Pratapgarh,RJ,Sivani,2A,TE,"2006","1030","12.44","172",,,,"172",,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Chittaurgarh,,,CLASS 3,"WRD,Govt. of Rajasthan",,23.92016983,74.83506775,,,,,dam
72.6913970041132,24.5226859981512,"63",Chandelas/ Chandelao Dam,D00102,RA11LH0103,24.522686,72.691397,Abu Road,Sirohi,RJ,West Banas,"18",TE,"1980","792","10","167.25",,,,"167",,,,,,sanjay,,,Completed,Seismic Zone-III,,,,,,,Jalore,,,CLASS 3,"WRD,Govt. of Rajasthan",,24.522686,72.69139862,,,,,dam
74.0737360028557,25.1717029980422,"64",Chandrabhaga Dam,D00103,RA11LH0044,25.171703,74.073736,Gangapur,Bhilwara,RJ,Chandrabhaga,2A,TE,"1958","488","10.52","1218",OG,,"382.12","1218",UG,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Bhilwara,,,CLASS 3,"WRD,Govt. of Rajasthan",UG,25.17170334,74.0737381,,,,,dam
76.2310000015905,26.9829999978193,"65",Chandrana Dam,D00104,RA11LH0005,26.983,76.231,Dausa,Jaipur,RJ,Banganga,2A,TE,"1871","3764","18.3","12.02",,,,"1188",,,,"4810",,sanjay,,,Completed,Seismic Zone-II,,,,,,,Dausa,,,CLASS 3,"WRD,Govt. of Rajasthan",,26.9829998,76.23100281,,,,,dam
70.0993093539083,21.8789069558635,"4219",Uma Sagar Dam,D06151,,21.879,70.1,Jam Jodhpur,Jamnagar,GJ,,"18",,,,,,,,,,,,,,,NITIN,,,,Seismic Zone-III,,,,,,,Jamnagar,,,CLASS 3,,,21.87890625,70.09931183,,,,,dam
75.4581679735451,26.3410256076792,"66",Chandsen/ Chandsen Bheru Dam,D00109,,26.340041,75.457728,Malpura,Tonk,RJ,,2A,TE,,,,,,,,,,,,,,sanjay,,,,Seismic Zone-II,,,,,,,Tonk - Sawai Madhopur,,,CLASS 3,"WRD,Govt. of Rajasthan",,26.34102631,75.45816803,,,,,dam
75.2489518313515,26.6155136629125,"67",Chaparwara Dam,D00110,RA11LH0013,26.621492,75.257382,Dudu,Jaipur,RJ,Banas/ Local Nala,2A,TE,"1894","4328","13.41","781.12",,,,"800",,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Ajmer,,,Class 2,"WRD,Govt. of Rajasthan",,26.61551285,75.24895477,,,,,dam
74.3136856051306,23.2167102052095,"68",Chatra Kunta/ Chatrakhuta/ Chatra Kunty Dam,D00112,RA11MH0121,23.216765,74.313934,Kushalgarh,Banswara,RJ,Local nallah,"10",TE,"1985","448","15.4","65.16",,,,"95",,,,,,sanjay,,,Completed,Seismic Zone-II,,,,,,,Banswara,,,CLASS 3,"WRD,Govt. of Rajasthan",,23.21671104,74.31368256,,,,,dam
76.0940548726458,24.2455909606633,"69",Chauli Dam,D00113,RA11MH0166,24.245488,76.094109,Pirawa,Jhalawar,RJ,Chauli,2A,TE,"2006","2075","21.25","2460",OG,"400","356.5","2460",UG,,,,184 Th ha Govt Land Affected,sanjay,,,Completed,Seismic Zone-II,,,,,,,Jhalawar - Baran,,,Class 2,"WRD,Govt. of Rajasthan",UG,24.24559021,76.09405518,,,,,dam
76.4732671837623,24.3427455649038,"70",Chhapi Dam,D00114,RA11HH0167,24.342834,76.472549,Aklera,Jhalawar,RJ,Chhapi,2A,PG,"2005","312","34.4","4370",OT,"173.5","335.4","4370",OT,"13",11.5 x 7.35,"122","Land Affected 179.85 Private,, 195.15 Revenue",sanjay,"1980",,Completed,Seismic Zone-II,,,,,,,Jhalawar - Baran,,,Class 2,"WRD,Govt. of Rajasthan",,24.34274483,76.4732666,,,,,dam
94.2589639491552,27.5541942412784,"71",Subansiri Lower HE (Nhpc) Dam,D00004,,27.554167,94.258333,Lower Subansiri,Lower Subansiri,AR,Subansiri,2B,PG,"2014","284","130",,,,,"37500",,,,"2250",,Paresh,,,Under Construction,Seismic Zone-V,,,,,,,Lakhimpur,,,Class 1,NHPC,GT,27.5541935,94.25896454,,,,,dam
